Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
jam-audio-classic-wireless-speaker-blue,"JAM AUDIO Classic 2.0 Wireless Speaker - Blue","SOUND QUALITY: Enjoy truly impressive high performance audio quality everywhere you go with the Jam Classic 2.0 portable speaker. It packs a powerful sound you can take anywhere for the best music experience. FEATURES: The Jam Classic has an integrated microphone for use as a speakerphone. This allows you to answer your calls by connecting your mobile phone to the speaker. TRENDY DESIGN: This wireless speaker is small enough to fit in the palm of your hand, travel in a cup holder and can easily fit into a purse or backpack. RECHARGEABLE & COMPATIBLE: This speaker has a rechargeable battery that allows for 5hrs of playtime after a 2hr charge. It is equipped with Bluetooth technology that works with iPhone, Android, Tablets, Laptops and Ipads. Wireless Connectivity up to 30ft. JAM AUDIO: As creators of the #1 selling Bluetooth wireless speaker in the USA, Jam Audio empowers people to take their music anywhere. Jam’s wireless speakers, headphones, and earbuds deliver phenomenal high-quality sound.",Shift,,,false,,,,,shopify,5,continue,105.00,33.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/jam-classic-blue_9ee7c82c-a0b3-43a6-94d7-9f572bc8328b_1080x1080_pad_ffffff.jpg.jpg?v=1645796633
happy-plugs-marble-earbud-jade-green,"Happy Plugs Marble Earbud Jade - Green","Happy Plugs introduces Jade Green Marble for earbud and in-ear headphones as well as a Matching Slim case for iPhone 6/6S. Extend your wardrobe of everyday mobile fashion accessory with these beautiful pieces to finish of your outfit. Features: Smooth marble printed headphones Compatible with phones tablets and game consoles 14 9 mm handmade drivers and 110 3dB sensitivity Mic and remote helps control calls and music Packed in branded case Happy Plugs signature branding",Shift,,,false,,,,,shopify,6,continue,65.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/HAPPY_PLUGS_Marble_Earbud_Jade_Green_725b6672-f263-4c86-92ac-608fd9462fc4_1080x1080_pad_ffffff.jpg.jpg?v=1646433814
happy-plugs-earbuds-white,"Happy Plugs Earbuds White Earphones","We took the classic champion and made it an all star. Meet Earbud Plus, designed to fit the ear for an ultimate experience. True to our happy colorful identity the Earbud Plus comes in our complete range of colors and styles. Pick and choose your style to match fashion favorites in your closet and create the perfect outfit of the day. Providing the same great sound quality of Happy Plugs and combining the simplicity of and Earbud and the sound experience of an In-Ear, simply makes this headphone the best of two worlds. Works with all phones & tablets Built-in mic & remote Premium sound 14.2 mm dynamic driver Sensitivity 101 dB Connectivity Technology: Wired",Shift,,,false,,,,,shopify,4,continue,59.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/HAPPY_PLUGS_Earbuds_-_White_4ba5941e-4967-416c-9f7a-0eef1afeedea_1080x1080_pad_ffffff.png.jpg?v=1645796648
belkin-mixit-2-0-usb-a-to-usb-c-charge-cable-usb-type-c,"BELKIN MIXIT 2.0 USB-A to USB-C Charge Cable USB Type-C","Connect USB-C enabled devices (new MacBook, Chromebook Pixel) with standard USB-A devices (laptops, hard drives) Reversible USB-C connector 3A charging output 480 Mbps data transfer speeds 6 foot cord length Compatible with all current available USB-C built-in devices: Google Chromebook Pixel 2, Apple New MacBook, LeTV Smartphone, Kensington Digital USB USB-C Flash Drive, Nokia N1 Tablet, SanDisk Portable SSD USB C, SanDisk 32GB Flash Drive, OnePlus 2 Smartphone, HP Pavilion x2 2-in-1, HP Pro Tablet 608",Shift,,,false,,,,,shopify,3,continue,29.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/BELKIN_MIXIT_2.0_USB-A_to_USB-C_Charge_Cable_USB_Type-C_1d325e79-8b79-4145-bd94-187713f000e4_1080x1080_pad_ffffff.jpg.jpg?v=1646432212
belkin-hdmi-to-hdmi-audio-video-cable-3m,"BELKIN HDMI to HDMI Audio Video Cable 3M","Nickel plated connectors minimize signal loss Double shielding restricts outside interference Slim lightweight design for ultra portability and superior quality Soft pliable cord design for tangle-free installation around your home Specifications Colour Black Connectivity Wired Model Number 745883713004 Model Name F3Y017BT3M-BLK Product Length 3 m Connection type HDMI",Shift,,,false,,,,,shopify,493,continue,55.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Belkin_HDMI_To_HDMI_Audio_Video_Cable_3M_b923a604-6302-40ca-b8cc-ec1bdd548fb4_1080x1080_pad_ffffff.jpg.jpg?v=1645796674
urbanista-boston-sports-wireless-water-resistant-in-ear-pink-panther,"Urbanista Boston Sports Wireless Water Resistant In-Ear Pink Panther","Earphone gives you an enjoyable audio experience with crisp highs and rich sound Pair it with your phone and enjoy 6 hours music without cables These earphones feature a technical, water resistant construction Built-in mic allows you to take calls anywhere Offers hands-free operations with microphone and volume controls Color: Pink Panther/BlackProduct Weight: 23 gInterface: Bluetooth/WirelessModel Name: BostonBluetooth Version 4.1Speaker Size: 14.2 mmFrequency range: 20-20,000 HzSensitivity: 112 dB ± 3 dB SPL@1 KHzImpedance: 32 ohms ± 15% @ 1 KHzHeadphone Type: In-Ear",Shift,,,false,,,,,shopify,5,continue,170.00,39.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Urbanista_Boston_Sports_Wireless_Water_Resistant_In-Ear_Pink_Panther_1_d04cb3c2-b719-4cb6-aef8-6a1bddf267e0_1080x1080_pad_ffffff.jpg.jpg?v=1646432703
urbanista-boston-sports-wireless-water-resistant-in-ear-coral-island,"Urbanista Boston Sports Wireless Water Resistant In-Ear Coral Island","Earphone gives you an enjoyable audio experience with crisp highs and rich sound Pair it with your phone and enjoy 6 hours music without cables These earphones feature a technical, water resistant construction Built-in mic allows you to take calls anywhere Offers hands-free operations with microphone and volume controls Colour Coral Island/Black Product Weight 23 g Interface Bluetooth/Wireless Model Name Boston Bluetooth Version 4.1 Speaker Size 14.2 mm Frequency range 20-20,000 Hz Sensitivity 112 dB ± 3 dB SPL@1 KHz Impedance 32 ohms ± 15% @ 1 KHz Headphone Type In-Ear",Shift,,,false,,,,,shopify,6,continue,170.00,39.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Urbanista_Boston_Sports_Wireless_Water_Resistant_In-Ear_Coral_Island_2_9876588a-80a6-45d9-a990-9eee01c4c7c7_1080x1080_pad_ffffff.png.jpg?v=1645796680
case-mate-barely-there-for-iphone-xr-clear,"CASE-MATE Barely There For iPhone XR - Black","Think minimalist with the original slim case. The simplicity of this design really allows your device to show off! Ultra Slim Profile. Lay-flat bezel protects the screen of your iPhone XR. Anti-scratch technology. Metal button accents for a refined finish.",Shift,,,false,,,,,shopify,5,continue,149.00,18.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0378001_1366da04-d9c5-49a1-a487-ca0b68632ae1_1080x1080_pad_ffffff.png.jpg?v=1645796686
benaw-glow-in-the-dark-hardcase-new-macbook-pro-13inches-magenta,"Benaw Glow In The Dark Hardcase New Macbook Pro 13inches Magenta","Instantly for-fitting silicone cover Particularly molded and individually printing",Shift,,,false,,,,,shopify,5,continue,35.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/BENAW_Glow_In_The_Dark_Hardcase_New_Macbook_Pro_13inches_Magenta_b7fe6e7a-11bc-4f9d-b6a3-c45ba56e7617_1080x1080_pad_ffffff.png.jpg?v=1645796687
belkin-3-0-usb-c-to-usb-a-adapter-usb-type-c,"Belkin 3.0 USB-C to USB-A Adapter USB Type-C","Connect USB-C enabled devices (new MacBook, Chromebook Pixel) to USB-A devices and peripherals (flash drives, keyboards, mice) Reversible USB-C connector 1.5A charging output Up to 5 Gbps data transfer speed Compatible with all current available USB-C built-in devices: Google Chromebook Pixel 2, Apple New MacBook, LeTV Smartphone, Kensington Digital USB USB-C Flash Drive, Nokia N1 Tablet, SanDisk Portable SSD USB C, SanDisk 32GB Flash Drive, OnePlus 2 Smartphone, HP Pavilion x2 2-in-1, HP Pro Tablet 608",Shift,,,false,,,,,shopify,59,continue,57.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/BELKIN_3.0_USB-C_to_USB-A_Adapter_USB_Type-C_27af63f3-3981-4621-b60d-33010dba902f_1080x1080_pad_ffffff.jpg.jpg?v=1645796691
asobu-fresh-n-go-tumbler-silver,"Asobu Silver Fresh N Go Double Walled Tumbler Vacuum Insulated Flask","Asobu Fresh N Go is a unique product that removes air easily with the patented air release lid creating a 100% airtight container. Now free from oxidation- freshness, taste and nutrients are preserved. Now your ""on the go"" smoothie will taste great as long as you want it. Enjoy nature's best when you want, where you want, with FRESH N GO! AIRTIGHT AND INNOVATIVE An Innovative and 100% awesome AIRTIGHT bottle that is double walled and vacuum insulated so your smoothie, juice or shake can retain its consistency, taste, nutrition and temperature! ACCESSIBLE AND DURABLE Whether your juicing, drinking protein shakes, or into weight loss smoothies this Smoothie Keeper double walled insulated bottle will change your world. Comes along with a straw so your drink is accessible to you all the time. ORIGINAL AND PATENTED This original and never before seen product has an incredible patented lid that will create an airtight container freeing your smoothie from oxidation thus you can get a smoothie that has the same nutrition and freshness even hours later. PREVENTS OXIDATION Take out your blender and start to get creative with your own choice of fruits and vegetable knowing you get to enjoy the full amount of vitamins when and where ever you desire. GREAT GIFT OPTION Available in 6 colors this item is a perfect gift for Mom Dad friend neighbor and just about anyone who cares about health and nutrition.",Shift,,,false,,,,,shopify,66,continue,49.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/asobu-fresh-silver-tumbler_66be8fe6-3b36-46da-bb0b-c94256085ef9_1080x1080_pad_ffffff.jpg.jpg?v=1645796695
asobu-fresh-n-go-tumbler-lime,"ASOBU Lime Fresh N Go Tumbler","Asobu® Fresh N Go! Double Wall Tumbler Bottle With Built in Pump to Vacuum Insulate Smoothies and Cleansing Shakes - with Straw, Mixing Ball and Recipe Book.Oxidation occurs naturally when your favorite fruits and vegetables are exposed to oxygen. Almost immediately beneficial nutrients and valuable enzymes start to diminish, along with the fresh natural appearance and taste of your favorite smoothie. What is the solution to preserve all the health benefits of the nutritious drink? AIRTIGHT AND INNOVATIVE An Innovative and 100% awesome AIRTIGHT bottle that is double walled and vacuum insulated so your smoothie, juice or shake can retain its consistency, taste, nutrition and temperature! ACCESSIBLE AND DURABLE Whether your juicing, drinking protein shakes, or into weight loss smoothies this Smoothie Keeper double walled insulated bottle will change your world. Comes along with a straw so your drink is accessible to you all the time. ORIGINAL AND PATENTED This original and never before seen product has an incredible patented lid that will create an airtight container freeing your smoothie from oxidation thus you can get a smoothie that has the same nutrition and freshness even hours later. PREVENTS OXIDATION Take out your blender and start to get creative with your own choice of fruits and vegetable knowing you get to enjoy the full amount of vitamins when and where ever you desire. GREAT GIFT OPTION Available in 6 colors this item is a perfect gift for Mom Dad friend neighbor and just about anyone who cares about health and nutrition.",Shift,,,false,,,,,shopify,38,continue,52.50,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/asobu-fresh-lime-tumbler_07d4ea2b-e1e5-4c84-97b2-1c404b1c451a_1080x1080_pad_ffffff.jpg.jpg?v=1647345854
asobu-fresh-n-go-tumbler-blue,"Asobu Blue Fresh N Go Double Walled Tumbler Vacuum Insulated Flask","AIRTIGHT AND INNOVATIVE An Innovative and 100% awesome AIRTIGHT bottle that is double walled and vacuum insulated so your smoothie, juice or shake can retain its consistency, taste, nutrition and temperature! ACCESSIBLE AND DURABLE Whether your juicing, drinking protein shakes, or into weight loss smoothies this Smoothie Keeper double walled insulated bottle will change your world. Comes along with a straw so your drink is accessible to you all the time. ORIGNAL AND PATENTED This original and never before seen product has an incredible patented lid that will create an airtight container freeing your smoothie from oxidation thus you can get a smoothie that has the same nutrition and freshness even hours later PREVENTS OXIDATION Take out your blender and start to get creative with your own choice of fruits and vegetable knowing you get to enjoy the full amount of vitamins when and where ever you desire GREAT GIFT OPTION Available in 6 colors this item is a perfect gift for Mom Dad friend neighbor and just about anyone who cares about health and nutrition.",Shift,,,false,,,,,shopify,34,continue,50.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/ASOBU_Fresh_N_Go_Tumbler_Blue_c6ac7a3d-e475-41b9-9b9b-9f06e66731ac_1080x1080_pad_ffffff.jpg.jpg?v=1647730952
iring-masstige-premium-package-uae-flag,"IRING Masstige Premium Package UAE Flag","Allows to comfortably and naturally grip and expand the use of your smart device Premium Smart Grip allows secure positioning & Kickstand which functions horizontal & vertical Patented Swivel Hinge: rotates 360 degrees and swivels 180 degrees Strong & Secure Adhesive: applied & removed anytime w/o leaving any excess residue Holds up to 6,8 kg making it also suitable for phones, iPads and other tablets",Shift,,,false,,,,,shopify,4,continue,149.00,38.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/IRINGMasstigePremiumPackageUAEFlag1_a0b95a10-cada-41c0-b67c-9973fc655aa1_1080x1080_pad_ffffff.jpg.jpg?v=1647691108
iring-masstige-premium-package-mustache,"IRING Masstige Premium Package Mustache","Allows to comfortably and naturally grip and expand the use of your smart device Premium Smart Grip allows secure positioning & Kickstand which functions horizontal & vertical Patented Swivel Hinge: rotates 360 degrees and swivels 180 degrees Strong & Secure Adhesive: applied & removed anytime w/o leaving any excess residue Holds up to 6,8 kg making it also suitable for phones, iPads and other tablets",Shift,,,false,,,,,shopify,9,continue,149.00,65.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/IRINGMasstigePremiumPackageMustache1_52c02713-487b-4d34-9ef8-cb4c1716b6eb_1080x1080_pad_ffffff.jpg.jpg?v=1645796720
iring-masstige-premium-package-lovely-pink,"IRING Masstige Premium Package Lovely Pink","Allows to comfortably and naturally grip and expand the use of your smart device Premium Smart Grip allows secure positioning and Kickstand which functions horizontal and vertical Patented Swivel Hinge rotates 360 degrees and swivels 180 degrees Strong and Secure Adhesive applied & removed anytime without leaving any excess residue Holds up to 6-8 kg making it also suitable for phones iPads and other tablets",Shift,,,false,,,,,shopify,16,continue,149.00,38.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/IRINGMasstigePremiumPackageLovelyPink_af78396f-50f2-4d1b-84bb-c886d8fe6702_1080x1080_pad_ffffff.jpg.jpg?v=1647690792
